image_id,model_name,num_detections,detected_labels,avg_confidence,processing_time_ms
1501822140542536.png,yolo11m,11,car;car;car;car;car;car;car;car;traffic light;car;traffic light,0.60,519.74
1501822140542536.png,yolov5m,13,car;car;car;car;car;car;truck;car;traffic light;traffic light;traffic light;traffic light;traffic light,0.62,448.65
1501822140711341.png,yolo11m,10,car;car;car;car;car;car;truck;truck;traffic light;car,0.62,518.28
1501822140711341.png,yolov5m,13,car;car;car;truck;car;car;car;traffic light;traffic light;car;traffic light;traffic light;car,0.59,397.58
1501822140881381.png,yolo11m,11,car;car;car;car;car;truck;car;truck;car;traffic light;car,0.59,549.51
1501822140881381.png,yolov5m,12,car;car;car;car;truck;car;car;traffic light;car;traffic light;traffic light;car,0.62,383.04
1501822141050964.png,yolo11m,9,car;car;truck;car;car;car;car;truck;car,0.66,510.73
1501822141050964.png,yolov5m,12,car;car;car;car;truck;car;car;car;traffic light;car;car;traffic light,0.67,386.14
1501822141219524.png,yolo11m,11,car;truck;car;car;car;car;car;truck;traffic light;car;traffic light,0.65,583.99
1501822141219524.png,yolov5m,15,car;car;car;car;car;truck;car;truck;traffic light;car;traffic light;car;car;traffic light;car,0.57,437.60
1501822141389579.png,yolo11m,12,car;truck;car;car;car;car;traffic light;car;car;truck;car;traffic light,0.60,528.88
1501822141389579.png,yolov5m,13,car;car;car;truck;car;car;car;car;traffic light;traffic light;traffic light;car;car,0.59,375.25
1501822141726695.png,yolo11m,11,car;car;car;car;car;car;car;car;car;truck;car,0.58,519.34
1501822141726695.png,yolov5m,14,car;car;car;car;car;car;car;traffic light;car;traffic light;car;traffic light;car;traffic light,0.61,379.65
1501822141897754.png,yolo11m,11,car;car;car;car;car;car;car;car;car;car;car,0.65,564.65
1501822141897754.png,yolov5m,15,car;car;car;car;car;car;car;traffic light;traffic light;traffic light;car;car;car;car;car,0.54,404.33
1501822142066739.png,yolo11m,12,car;car;car;car;car;car;car;car;car;traffic light;car;car,0.65,491.95
1501822142066739.png,yolov5m,17,car;car;car;car;car;car;car;car;truck;traffic light;traffic light;car;car;car;car;traffic light;traffic light,0.58,371.23
1501822142235914.png,yolo11m,13,car;car;car;car;car;car;car;car;traffic light;car;car;traffic light;car,0.58,505.96
1501822142235914.png,yolov5m,16,car;car;car;car;car;car;car;truck;car;traffic light;traffic light;traffic light;car;car;traffic light;car,0.58,396.09
1501822142404956.png,yolo11m,11,car;car;car;car;car;car;car;car;car;car;car,0.70,528.95
1501822142404956.png,yolov5m,18,car;car;car;car;car;car;car;truck;car;traffic light;car;traffic light;traffic light;traffic light;car;car;car;car,0.59,395.01
1501822142574090.png,yolo11m,8,car;car;car;car;car;car;car;car,0.77,546.63
1501822142574090.png,yolov5m,16,car;car;car;car;car;car;car;car;truck;car;traffic light;traffic light;traffic light;traffic light;car;car,0.57,459.09
1501822142743131.png,yolo11m,15,car;car;car;car;car;car;car;truck;traffic light;car;car;car;traffic light;traffic light;car,0.53,581.16
1501822142743131.png,yolov5m,13,car;car;car;car;car;car;car;car;traffic light;traffic light;traffic light;traffic light;car,0.64,367.40
1501822143082263.png,yolo11m,11,car;car;car;car;car;car;traffic light;car;car;car;car,0.59,474.83
1501822143082263.png,yolov5m,16,car;car;car;car;car;car;car;car;traffic light;truck;traffic light;car;traffic light;car;traffic light;car,0.58,389.58
1501822143251259.png,yolo11m,11,car;car;car;car;car;car;car;car;car;car;traffic light,0.59,533.62
1501822143251259.png,yolov5m,14,car;car;car;car;car;car;car;truck;car;traffic light;car;traffic light;car;traffic light,0.61,527.87
1501822143420331.png,yolo11m,12,car;car;car;car;car;car;car;traffic light;car;car;traffic light;traffic light,0.61,516.11
1501822143420331.png,yolov5m,15,car;car;car;car;car;car;car;car;car;traffic light;truck;traffic light;traffic light;car;traffic light,0.60,394.31
1501822143589414.png,yolo11m,11,car;car;car;car;car;car;car;car;car;traffic light;traffic light,0.64,513.61
1501822143589414.png,yolov5m,14,car;car;car;car;car;car;car;car;car;traffic light;traffic light;traffic light;traffic light;traffic light,0.66,381.66
1501822143758487.png,yolo11m,12,car;car;car;car;car;car;car;traffic light;traffic light;traffic light;car;car,0.60,568.26
1501822143758487.png,yolov5m,13,car;car;car;car;car;car;truck;car;traffic light;car;traffic light;traffic light;car,0.63,377.91
1501822143928532.png,yolo11m,13,car;car;car;car;car;car;traffic light;car;car;car;traffic light;traffic light;traffic light,0.62,534.76
1501822143928532.png,yolov5m,14,car;car;car;car;car;car;truck;car;traffic light;car;car;traffic light;traffic light;traffic light,0.62,400.23
1501822144097584.png,yolo11m,10,car;car;car;car;car;car;car;car;traffic light;traffic light,0.68,520.46
1501822144097584.png,yolov5m,12,car;car;car;car;car;car;car;traffic light;car;traffic light;traffic light;car,0.68,415.42
1501822144266714.png,yolo11m,11,car;car;car;car;car;car;car;car;traffic light;traffic light;traffic light,0.63,527.36
1501822144266714.png,yolov5m,13,car;car;car;car;car;traffic light;car;truck;car;car;traffic light;traffic light;traffic light,0.64,375.09
1501822144435763.png,yolo11m,12,car;car;car;car;car;car;traffic light;car;truck;traffic light;car;traffic light,0.57,601.52
1501822144435763.png,yolov5m,14,car;car;car;car;car;car;traffic light;traffic light;traffic light;car;car;truck;traffic light;traffic light,0.65,421.61
1501822144604820.png,yolo11m,13,car;car;car;car;car;car;traffic light;traffic light;traffic light;car;car;traffic light;traffic light,0.57,523.19
1501822144604820.png,yolov5m,13,car;car;car;car;car;car;traffic light;traffic light;traffic light;traffic light;car;car;car,0.65,371.91
1501822144773903.png,yolo11m,12,car;car;car;traffic light;car;car;car;traffic light;car;traffic light;car;traffic light,0.62,479.68
1501822144773903.png,yolov5m,14,car;car;car;car;car;car;traffic light;traffic light;truck;car;car;traffic light;traffic light;car,0.63,398.17
1501822144943938.png,yolo11m,16,car;car;car;car;car;car;traffic light;traffic light;traffic light;car;car;car;car;traffic light;car;traffic light,0.57,524.17
1501822144943938.png,yolov5m,14,car;car;car;car;car;car;traffic light;traffic light;car;traffic light;car;traffic light;train;car,0.61,402.28
1501822145112989.png,yolo11m,15,car;car;car;car;car;traffic light;car;traffic light;car;traffic light;car;traffic light;car;car;car,0.61,590.79
1501822145112989.png,yolov5m,13,car;car;car;car;car;traffic light;car;traffic light;car;traffic light;traffic light;car;car,0.66,489.52
1501822145282047.png,yolo11m,15,car;car;car;car;car;traffic light;car;car;car;traffic light;traffic light;traffic light;car;traffic light;traffic light,0.57,523.51
1501822145282047.png,yolov5m,16,car;car;car;traffic light;car;car;traffic light;car;car;traffic light;car;car;truck;traffic light;traffic light;train,0.63,393.18
1501822145451045.png,yolo11m,14,car;car;car;car;car;car;car;traffic light;car;traffic light;car;traffic light;traffic light;traffic light,0.61,535.86
1501822145451045.png,yolov5m,15,car;car;car;car;car;traffic light;traffic light;car;car;traffic light;traffic light;car;car;traffic light;car,0.67,356.55
1501822145620120.png,yolo11m,16,car;car;car;car;car;car;car;car;car;traffic light;traffic light;traffic light;traffic light;car;car;car,0.58,554.89
1501822145620120.png,yolov5m,19,car;car;car;car;car;car;car;traffic light;traffic light;traffic light;car;car;traffic light;train;car;car;traffic light;car;traffic light,0.61,360.78
1501822145789184.png,yolo11m,15,car;car;car;car;car;car;car;traffic light;car;traffic light;car;traffic light;car;traffic light;car,0.62,553.31
1501822145789184.png,yolov5m,17,car;car;car;car;car;car;car;traffic light;car;traffic light;car;traffic light;traffic light;traffic light;car;car;car,0.65,389.93
1501822145959244.png,yolo11m,14,car;car;car;car;car;traffic light;car;traffic light;car;traffic light;car;car;traffic light;traffic light,0.60,535.30
1501822145959244.png,yolov5m,14,car;car;car;car;car;car;traffic light;car;traffic light;traffic light;traffic light;traffic light;car;car,0.63,386.73
1501822146128296.png,yolo11m,15,car;car;car;car;car;traffic light;traffic light;car;truck;car;car;traffic light;car;car;car,0.55,491.24
1501822146128296.png,yolov5m,19,car;car;car;traffic light;car;car;traffic light;car;traffic light;car;car;traffic light;car;truck;car;car;traffic light;traffic light;train,0.58,394.45
1501822146297679.png,yolo11m,13,car;car;car;car;car;traffic light;car;car;traffic light;traffic light;car;car;traffic light,0.65,541.99
1501822146297679.png,yolov5m,18,car;car;traffic light;car;car;car;car;car;traffic light;traffic light;car;truck;traffic light;car;car;car;traffic light;car,0.59,378.01
1501822146635501.png,yolo11m,15,car;car;car;traffic light;traffic light;car;traffic light;car;car;traffic light;car;car;car;car;car,0.59,508.37
1501822146635501.png,yolov5m,16,car;car;car;traffic light;car;car;traffic light;traffic light;car;car;traffic light;traffic light;car;car;car;car,0.62,403.89
1501822146805591.png,yolo11m,15,car;car;car;traffic light;car;traffic light;car;car;traffic light;car;traffic light;car;car;car;car,0.62,514.89
1501822146805591.png,yolov5m,22,car;car;car;car;traffic light;car;traffic light;car;traffic light;car;traffic light;train;car;traffic light;traffic light;car;car;car;car;car;car;car,0.56,384.38
1501822147144710.png,yolo11m,14,car;car;car;traffic light;traffic light;car;car;car;car;traffic light;car;traffic light;traffic light;car,0.69,568.37
1501822147144710.png,yolov5m,18,car;car;car;traffic light;car;car;traffic light;car;car;traffic light;car;traffic light;car;traffic light;car;car;traffic light;car,0.62,422.92
1501822147313807.png,yolo11m,17,car;car;car;car;car;traffic light;car;traffic light;truck;traffic light;car;traffic light;car;traffic light;car;car;car,0.61,532.16
1501822147313807.png,yolov5m,19,car;car;car;car;traffic light;traffic light;car;car;car;traffic light;car;traffic light;car;car;traffic light;car;car;traffic light;car,0.62,439.27
1501822147481872.png,yolo11m,18,car;car;car;traffic light;car;car;car;car;car;traffic light;truck;car;traffic light;traffic light;car;car;car;traffic light,0.62,573.34
1501822147481872.png,yolov5m,19,car;car;car;car;car;traffic light;car;traffic light;car;car;traffic light;traffic light;car;traffic light;car;traffic light;car;car;truck,0.63,376.05
1501822147820742.png,yolo11m,21,car;car;car;car;traffic light;car;traffic light;traffic light;car;car;traffic light;truck;car;traffic light;car;traffic light;car;car;car;traffic light;car,0.55,479.76
1501822147820742.png,yolov5m,21,car;car;traffic light;car;car;car;car;car;truck;traffic light;traffic light;traffic light;car;car;car;traffic light;car;truck;traffic light;car;car,0.61,390.28
1501822148159150.png,yolo11m,20,car;car;car;car;car;car;traffic light;car;traffic light;traffic light;car;traffic light;car;traffic light;truck;car;traffic light;car;traffic light;car,0.57,537.17
1501822148159150.png,yolov5m,20,car;car;car;car;car;traffic light;car;traffic light;car;truck;car;car;traffic light;traffic light;car;traffic light;traffic light;traffic light;car;car,0.60,413.25
1501822148328090.png,yolo11m,20,car;car;car;car;traffic light;car;car;car;car;car;traffic light;traffic light;traffic light;truck;car;car;traffic light;traffic light;car;car,0.60,535.30
1501822148328090.png,yolov5m,20,car;car;car;traffic light;car;car;car;car;car;car;car;car;traffic light;traffic light;traffic light;traffic light;traffic light;car;traffic light;car,0.60,381.53
1501822148497135.png,yolo11m,23,car;car;car;car;traffic light;traffic light;traffic light;car;car;car;car;car;car;car;traffic light;truck;traffic light;traffic light;traffic light;car;car;car;car,0.62,604.33
1501822148497135.png,yolov5m,20,car;car;car;car;traffic light;car;car;traffic light;car;car;traffic light;car;traffic light;car;car;traffic light;traffic light;traffic light;car;car,0.64,386.06
1501822148666185.png,yolo11m,22,car;car;car;car;car;traffic light;car;car;car;car;traffic light;car;traffic light;car;traffic light;traffic light;traffic light;car;car;truck;car;car,0.62,519.90
1501822148666185.png,yolov5m,22,car;car;car;car;car;car;traffic light;car;traffic light;car;car;traffic light;car;car;car;car;traffic light;traffic light;traffic light;traffic light;truck;car,0.63,387.49
1501822148835258.png,yolo11m,21,car;car;car;car;traffic light;traffic light;car;car;car;car;car;traffic light;car;car;traffic light;traffic light;car;traffic light;traffic light;car;traffic light,0.61,510.04
1501822148835258.png,yolov5m,23,car;car;car;car;car;car;traffic light;car;traffic light;traffic light;car;car;car;car;car;car;traffic light;traffic light;traffic light;traffic light;traffic light;car;traffic light,0.62,395.35
1501822149005660.png,yolo11m,24,car;car;car;car;car;car;car;traffic light;traffic light;traffic light;car;car;traffic light;traffic light;car;traffic light;traffic light;traffic light;car;truck;car;potted plant;car;car,0.59,524.83
1501822149005660.png,yolov5m,19,car;car;car;car;traffic light;car;car;car;traffic light;traffic light;car;car;car;car;traffic light;traffic light;traffic light;car;traffic light,0.68,388.84
1501822149174434.png,yolo11m,21,car;car;car;car;traffic light;car;car;traffic light;car;car;traffic light;car;traffic light;traffic light;truck;traffic light;car;traffic light;car;traffic light;car,0.65,559.40
1501822149174434.png,yolov5m,20,car;car;car;car;car;car;car;car;traffic light;traffic light;car;car;traffic light;traffic light;traffic light;traffic light;car;truck;traffic light;car,0.72,519.91
1501822149343505.png,yolo11m,21,car;car;car;car;car;car;car;traffic light;car;traffic light;traffic light;car;car;traffic light;traffic light;car;traffic light;traffic light;traffic light;traffic light;car,0.63,537.26
1501822149343505.png,yolov5m,21,car;car;car;car;car;car;traffic light;traffic light;car;traffic light;car;car;traffic light;traffic light;car;traffic light;traffic light;car;car;traffic light;car,0.68,420.43
1501822149681658.png,yolo11m,24,car;car;car;car;traffic light;car;traffic light;traffic light;car;car;car;traffic light;car;traffic light;car;traffic light;traffic light;car;car;traffic light;car;car;traffic light;car,0.62,575.56
1501822149681658.png,yolov5m,26,car;car;car;car;car;traffic light;car;car;car;traffic light;traffic light;car;car;traffic light;car;traffic light;traffic light;traffic light;car;car;traffic light;car;traffic light;traffic light;car;car,0.63,365.72
1501822149850704.png,yolo11m,24,car;car;traffic light;car;car;traffic light;traffic light;car;traffic light;car;car;car;car;car;car;traffic light;traffic light;traffic light;traffic light;car;traffic light;traffic light;car;car,0.63,620.17
1501822149850704.png,yolov5m,26,car;car;car;car;traffic light;car;car;car;traffic light;traffic light;car;traffic light;car;traffic light;traffic light;car;traffic light;car;traffic light;car;traffic light;car;car;car;car;car,0.62,378.09
1501822150020811.png,yolo11m,20,car;car;car;car;traffic light;car;traffic light;traffic light;car;traffic light;car;car;traffic light;traffic light;car;traffic light;traffic light;car;car;car,0.65,505.91
1501822150020811.png,yolov5m,23,car;car;car;car;car;car;traffic light;traffic light;traffic light;traffic light;car;traffic light;car;car;car;traffic light;traffic light;car;car;car;car;potted plant;traffic light,0.66,399.57
